음식명,총내용량,열량(kcal)(1회제공량당),탄수화물(g)(1회제공량당),단백질(g)(1회제공량당),지방(g)(1회제공량당),당류(g)(1회제공량당),나트륨(mg)(1회제공량당),콜레스테롤(mg)(1회제공량당),포화지방산(g)(1회제공량당),트랜스지방(g)(1회제공량당)
"문어, 참문어, 생것",100,56,0.1,12.7,0.2,0,0,0,0,0
"미더덕, 생것",100,45,4.1,4.3,1.2,0,0,0,0,0
"미더덕, 주름미더덕, 생것",100,54,2.3,9,0.7,0,0,0,0,0
"새우, 가시발새우, 생것",100,72,0.6,15.2,0.5,0,0,0,0,0
"새우, 각시흰새우, 생것",100,85,1,15.7,1.6,0,0,0,0,0
"새우, 긴뿔천길새우, 생것",100,93,0,20,0.8,0,0,0,0,0
"새우, 꽃새우, 생것",100,114,0.6,22,2,0,0,0,0,0
"새우, 꽃새우, 삶아서 말린것",100,306,4.1,55.5,5.9,0,3500,0,0,0
"새우, 꽃새우, 냉동",100,114,0.6,22,2,0,0,0,0,0
"새우, 꽃새우, 찐것",100,119,1.52,22.78,1.7,0,947,211,0.52,0.04
"새우, 꽃새우, 튀긴것(튀김옷)",100,242,11.47,21.39,12.28,0.8,344,138,2.09,0
"새우, 꽃새우, 장조림",100,234,25.8,25.9,2.6,0,0,0,0,0
"새우, 닭새우, 생것",100,88,1.3,17,1.2,0,130,0,0,0
"새우, 대하, 생것",100,83,0.1,18.1,0.6,0,120,0,0,0
"새우, 대하, 말린것",100,358,15.6,62.4,3.5,0,620,0,0,0
"새우, 물렁가시붉은새우, 생것",100,84,0.6,18,0.5,0,0,0,0,0
"새우, 보리새우, 생것",100,71,0.1,15.1,0.7,0,140,0,0,0
"새우, 보리새우, 삶은것",100,124,0,28.2,0.5,0,200,240,0.06,0
"새우, 부채새우, 생것",100,66,0,13.7,0.8,0,362,0,0,0
"새우, 시바새우, 생것",100,94,0.1,20.1,0.9,0,270,0,0,0
"새우, 시바새우, 삶아서 말린것",100,299,2.9,54.4,6.2,0,0,0,0,0
"새우, 시바새우, 조미하여 말린것",100,320,46.7,28.5,2,0,0,0,0,0
"새우, 시바새우, 통조림",100,100,0.6,21.5,0.7,0,540,0,0,0
"새우, 젓새우, 생것",100,62,2.6,9.6,1.2,0,360,0,0,0
"새우, 젓새우, 조린것",100,233,35.1,19.1,1.8,0,2700,120,0.3,0
"새우, 징거미새우, 생것",100,91,0,18.3,1.4,0,0,0,0,0
"새우, 철모새우, 생것",100,91,0.9,18.5,0.9,0,0,0,0,0
"새우, 펄닭새우, 생것",100,62,0,13.2,0.6,0,0,0,0,0
"새우, 흰다리새우, 생것",100,98,0,21.17,0.89,0,122,37.48,0.25,0.01
"새우 볶음, 말린것, 볶은것",100,331,28.5,23.4,13.4,0,981,0,0,0
"새우 부산물, 껍질, 생것",100,319,6.1,44,11.9,0,0,0,0,0
"새우 튀김용, 냉동",100,139,20.3,10.2,1.9,0,340,0,0,0
"새우 튀김용, 튀긴것",100,263,28.84,6.43,13.53,0.99,392,34.27,2.24,0.19
"새우젓, 대때기젓, 토굴, 염절임",100,55,1.7,10.1,0.6,0,8155,0,0,0
"새우젓, 동백하젓, 토굴, 염절임",100,51,1.6,8.3,1,0,9173,0,0,0
"새우젓, 시바새우젓, 염절임",100,92,0.3,15.8,2.6,0,0,0,0,0
"새우젓, 염절임",100,131,15.4,16,0.3,0,0,0,0,0
"새우젓, 육젓, 토굴, 염절임",100,59,1.9,10.8,0.6,0,8791,0,0,0
"새우젓, 젓새우젓, 염절임",100,55,0.7,10.4,0.9,0,6200,0,0,0
"새우젓, 추젓, 염절임",100,49,1.2,9.1,0.6,0,9138,0,0,0
"새우젓, 추젓, 토굴, 염절임",100,48,1.5,8.9,0.5,0,8794,0,0,0
"새우젓, 오젓, 토굴, 염절임",100,59,2.5,10.8,0.4,0,8634,0,0,0
"성게, 생것",100,152,2,15.8,8.5,0,190,0,0,0
"성게, 통조림",100,140,8.9,14,5.1,0,0,0,0,0
"성게, 보라성게, 생것",100,177,7.6,16.1,8.7,0,0,0,0,0
"성게 부산물, 보라성게, 알",100,177,7.6,16.1,8.7,0,0,0,0,0
"성게젓, 염절임",100,134,4.4,21.4,2.8,0,680,0,0,0
"성게젓, 보라성게알젓, 염절임",100,147,7.3,18.3,4.5,0,0,0,0,0
"성게젓, 알젓, 염절임",100,105,13.4,9.2,1.5,0,4091,0,0,0
"오징어, 생것",100,94,0.16,18.84,1.44,0,199,20.95,0.36,0.01
"오징어, 말린것",100,353,0.2,67.8,6.9,0,980,0,0,0
"오징어, 냉동",100,88,0.5,17,1.5,0,0,0,0,0
"오징어, 구운것",100,109,0.1,23.6,1,0,330,350,0.12,0
"오징어, 튀긴것",100,175,7.79,17.94,7.48,0,306,260,1.88,0
"오징어, 조미, 구운것",100,308,26.6,40.1,3.7,0,1685,0,0,0
"오징어, 조미훈제",100,213,12.4,34.4,2,0,1228,0,0,0
"오징어, 포, 조미하여 말린것",100,297,0.4,63.5,2.7,0,930,0,0,0
"오징어, 갑오징어, 생것",100,76,0.1,15.1,1.2,0,214,0,0,0
"오징어, 갑오징어, 말린것",100,340,3.2,66.8,4.7,0,0,0,0,0
"오징어, 살오징어, 생것",100,72,0.2,15.7,0.5,0,0,0,0,0
"오징어, 쇠갑오징어, 생것",100,79,0.2,16.9,0.7,0,0,0,0,0
"오징어, 참갑오징어, 생것",100,76,0.2,17.3,0.2,0,0,0,0,0
"오징어 튀김, 튀긴것",100,308,24.3,11.9,18.1,0,360,0,0,0
"오징어젓, 염절임",100,77,2,14.3,0.9,0,3907,0,0,0
"오징어젓, 양념, 염절임",100,125,13.3,12.3,2.3,0,2374,0,0,0
"오징어젓, 내장젓, 염절임",100,101,5,16,1.5,0,0,0,0,0
"오징어채 볶음, 볶은것",100,278,41.4,18.6,4.2,0,1161,0,0,0
"주꾸미, 생것",100,53,0.5,10.8,0.5,0,0,0,0,0
"크릴, 생것",100,76,0.2,12.1,2.6,0,420,0,0,0
"크릴, 삶은것",100,104,0.4,17.7,2.9,0,240,380,0.36,0
크릴 페이스트,100,128,2,16.5,5.5,0,0,0,0,0
"한치, 생것",100,81,0.3,14.9,1.8,0,258,0,0,0
"해삼, 생것",100,24,1.3,3.7,0.4,0,1300,0,0,0
"해삼, 말린것",100,351,3,77.6,0.9,0,2842,0,0,0
"해삼, 염장",100,35,2.4,4.9,0.5,0,6000,0,0,0
"해삼젓, 염절임",100,33,2.5,5.5,0,0,0,0,0,0
"해삼젓, 내장젓, 염절임",100,45,0.8,7.7,1,0,4100,0,0,0
"해파리, 생것",100,6,0.1,1.3,0,0,0,0,0,0
"어묵, 찐어묵",100,115,16.53,9.75,1.09,1.78,760,11.46,0.11,0.01
"어묵, 구운것",100,141,15.6,15.4,1.7,0,0,0,0,0
"어묵, 튀긴것",100,167,20.69,11.44,4.49,3.54,699,19.62,0.82,0.07
"어묵, 게맛살 첨가",100,112,15.2,10.8,0.8,0,792,0,0,0
어묵 국물,100,3,0.4,0.09,0.15,0.26,66,0,0.03,0
어묵국,100,43,5.7,3.1,0.8,0,344,0,0,0
어육소시지,100,175,17.79,9.01,7.45,0,584,20.36,2.73,0.04
"낙지젓, 염절임",100,160,27.09,10,1.36,11.38,1363,83.03,0.28,0.01
"멍게젓, 염절임",100,139,22.95,9.25,1.19,12.25,1712,23.32,0.24,0
"갈래곰보, 생것",100,12,4.6,0.9,0.2,0,380,0,0,0
"곰피, 말린것",100,141,54.7,12.9,1.3,0,0,0,0,0
"곰피, 가루",100,129,51.4,10,1.4,0,0,0,0,0
"김, 김밥용김, 말린것",100,179,36.5,42.3,4.7,0,258,0,0,0
"김, 돌김, 말린것",100,165,43.3,35.5,1.7,0,0,0,0,0
"김, 맛김, 조미, 구운것",100,307,4.82,37.69,49.23,0.52,1299,0,4.11,0.76
"김, 조선김, 말린것",100,163,36.4,41.8,1.5,0,859,0,0,0
"김, 참김, 생것",100,12,2,3.3,0.4,0,144,0,0,0
"김, 참김, 말린것",100,165,40.3,38.6,1.7,0,1294,0,0,0
"김, 참김, 구운것",100,174,41.7,43.3,0.9,0,491,0,0,0
"김, 초밥김, 말린것",100,151,40.9,32.7,0.8,0,120,0,0,0
"꼬시래기, 생것",100,17,6.2,1.8,0.2,0,75,0,0,0
"다시마, 생것",100,12,4.2,1.1,0.2,0,75,0,0,0
"다시마, 말린것",100,110,45.2,7.4,1.1,0,3100,0,0,0
"다시마, 염장",100,16,6,1.2,0.3,0,10854,0,0,0
다시마 육수,100,1,0.3,0.1,0,0,31,0,0,0
"다시마튀각, 튀긴것",100,228,58.8,3.6,23,0,1383,0,0,0
"대황, 말린것",100,145,64.5,7.3,0.2,0,2900,0,0,0
"뜸부기, 말린것",100,128,52.1,6.1,2.5,0,0,0,0,0
"매생이, 생것",100,39,8.19,3.88,3.29,0.07,104,0.1,0.13,0.11
"매생이, 말린것",100,125,40.6,20.6,0.5,0,0,0,0,0
"모자반, 생것",100,15,5.2,1.8,0.2,0,0,0,0,0
"모자반, 말린것",100,129,45.7,15.2,1.7,0,0,0,0,0
"모자반, 가루",100,127,40.8,14,3.9,0,0,0,0,0
"모자반, 염장",100,18,5.4,3.1,0.2,0,0,0,0,0
"미역, 생것",100,18,5.1,3,0.3,0,610,0,0,0
"미역, 말린것",100,149,43.65,20.31,4.83,0,7535,0,0.79,0.09
"미역, 가루",100,134,52.4,10.7,1.8,0,0,0,0,0
"미역, 염장",100,34,8.8,6,0.9,0,0,0,0,0
"미역, 염장, 데친것",100,35,9.3,6,0.9,0,13000,0,0,0
"미역, 줄기, 생것",100,14,4.6,1.8,0.2,0,520,0,0,0
"미역, 줄기, 염장 후 탈염, 삶은것",100,15,5.5,1.1,0.3,0,3100,0,0.02,0
"미역, 양식, 생것",100,15,5,2.1,0.2,0,0,0,0,0
"미역, 자연산, 생것",100,12,3.7,1.68,0.29,0,361,0.24,0.08,0
"미역튀각, 튀긴것",100,283,46.21,9.75,38.02,9.27,1038,0,5.6,0.26
"불등풀가사리, 말린것",100,147,55.7,16.5,0.6,0,0,0,0,0
"비단풀, 말린것",100,153,64.1,12,0.2,0,0,0,0,0
"석묵, 말린것",100,38,9.1,9.6,0.2,0,0,0,0,0
"순채, 생것",100,22,7.1,2.5,0.7,0,0,0,0,0
"우뭇가사리, 생것",100,46,18.5,4.2,0.2,0,0,0,0,0
우뭇가사리묵,100,2,0.8,0.1,0,0,0,0,0,0
한천,100,154,74.6,2.3,0.1,0,0,0,0,0
"진두발, 말린것",100,119,53.5,2.5,1.5,0,551,0,0,0
"청각, 생것",100,8,1.6,1.4,0.4,0,0,0,0,0
"청각, 말린것",100,156,62.6,13.8,0.8,0,0,0,0,0
"청태, 말린것",100,180,68.7,20.7,0.3,0,530,0,0,0
"클로렐라, 말린것",100,174,25.7,45.3,7.2,0,0,0,0,0
"톳, 생것",100,14,4,1.9,0.4,0,0,0,0,0
"톳, 말린것",100,81,32,6.6,0.8,0,0,0,0,0
"톳, 삶아서 말린것",100,135,59.7,6.2,0.8,0,0,0,0,0
"파래, 생것",100,11,2.95,2.18,0.15,0.04,122,0.16,0.05,0.02
"파래, 말린것",100,144,46.7,23.8,0.6,0,0,0,0,0
"파래, 가시파래, 말린것",100,136,46.5,20,0.7,0,110,0,0,0
"파래, 갈파래, 말린것",100,129,40.1,23.1,0.5,0,0,0,0,0
"파래, 납작파래, 생것",100,17,3.5,3.3,0.7,0,0,0,0,0
"파래, 창자파래, 말린것",100,142,45.8,23.6,0.8,0,0,0,0,0
"파래, 홑파래, 말린것",100,146,53.2,17.2,1.1,0,0,0,0,0
모유,100,65,7.2,1.1,3.5,6.4,15,15,1.32,0
"분유, 1단계",100,508,56.88,12.41,25.75,49.01,164,50.95,11.35,0.45
"분유, 2단계",100,506,56.93,12.63,25.38,49,171,53.05,11.34,0.44
"분유, 3단계",100,477,56.04,16.91,20.65,43.85,185,61.33,9.35,0.38
"분유, 전지",100,509,39.07,25.46,27.32,38.63,322,83.8,18.02,1.02
"분유, 탈지",100,358,53.16,33.88,0.97,46.17,432,26.15,0.63,0.05
산양유,100,62,4.03,3.16,3.62,3.48,40,16.47,2.47,0.11
샤베트,100,127,28.7,0.9,1,0,13,1,0.77,0
아이스밀크,100,167,23.9,3.4,6.4,0,75,18,4.64,0
"아이스크림, 딸기맛",100,192,27.6,3.2,8.4,4.43,60,29,5.19,0
"아이스크림, 바닐라맛",100,179,22.25,4.98,7.83,17.3,70,28.77,5.26,0.28
"아이스크림, 초콜릿맛",100,216,28.2,3.8,11,25.36,76,34,6.8,0
"아이스크림, 유지방 8%",100,180,23.2,3.9,8,0,110,53,4.64,0
"아이스크림, 유지방 12%",100,212,22.4,3.5,12,17,80,32,6.96,0
"아이스크림, 소프트 아이스크림, 바닐라맛",100,137,23.5,2.38,3.98,23.7,33,5.79,2.91,0.06
"연유, 점성이 높은것",100,361,66.3,7.76,7.84,51.88,101,26.95,5.18,0.3
연유,100,127,13.12,5.56,5.73,5.05,87,2.39,2.51,0.03
"요구르트, 액상",100,65,15.23,1.29,0.02,12.49,17,0.59,0.02,0
"요구르트, 액상(농후), 딸기맛",100,85,13.49,3.29,2.22,10.51,46,12,1.44,0.1
"요구르트, 액상, 저당",100,45,10.38,1.11,0.02,7.16,18,0.65,0.02,0
"요구르트, 액상(농후), 플레인",100,85,11.66,3.03,2.96,6.48,39,8.76,1.92,0.13
"요구르트, 액상(농후), 식이섬유 첨가",100,97,13.81,3.19,3.26,9.82,44,21.84,2.06,0.13
"요구르트, 액상(농후), 사과맛, 식이섬유 첨가",100,109,18.91,2.57,2.71,6.46,37,9.65,1.77,0.11
"요구르트, 액상(농후), 저지방, 식이섬유 첨가",100,74,12.08,3.54,1.36,8.64,45,18.93,0.81,0.05
"요구르트, 액상(농후), 플레인, 식이섬유 첨가",100,87,12.3,2.31,3.22,5.33,38,11.08,2.1,0.14
"요구르트, 호상, 딸기맛",100,95,15.53,2.95,2.46,14.46,41,8.15,1.57,0.11
"요구르트, 호상, 플레인",100,70,3.36,5.18,3.84,4.59,46,13.64,2.46,0.17
"요구르트, 호상, 망고맛",100,92,12.44,4.55,2.7,10.79,53,10.11,1.73,0.12
우유,100,65,5.53,3.08,3.32,4.12,36,9.69,2.17,0.14
"우유, 가공우유, 딸기맛",100,68,12.34,2.29,1.12,8.13,30,5.47,0.75,0.05
"우유, 가공우유, 초코맛",100,71,12.14,2.61,1.41,8.16,32,5.51,0.93,0.06
"우유, 가공우유, 커피맛",100,61,9.82,2.44,1.38,6.86,29,6.78,0.9,0.06
"우유, 가공우유, 바나나맛",100,90,13.13,2.63,3.02,9.18,34,11.91,2.03,0.12
"우유, 강화우유, 고칼슘",100,63,6.53,2.98,2.77,3.85,37,14.61,1.87,0.12
"우유, 저지방우유",100,42,4.86,3.43,0.9,3.59,37,9.1,0.59,0.04
"치즈, 모짜렐라",100,294,5.39,28.02,16.89,0.9,424,62.85,11.23,0.87
"치즈, 체다",100,298,6.17,18.76,21.3,0.24,928,64.62,14.46,1.29
"치즈, 카테지",100,105,1.9,13.3,4.5,0.5,400,20,2.73,0
"치즈, 크림",100,350,5.52,6.15,34.44,3.76,314,101,20.21,0
"치즈, 파마산",100,420,13.91,28.42,27.84,0.07,1804,86,15.37,0.88
"치즈, 블루",100,353,2.34,21.4,28.74,0.5,1146,75,18.67,0
"치즈, 브리",100,334,0.45,20.75,27.68,0.45,629,100,17.41,0
"치즈, 까망베르",100,300,0.46,19.8,24.26,0.46,842,72,15.26,0
"치즈, 고다",100,356,2.22,24.94,27.44,2.22,819,114,17.61,0
"치즈, 브릭",100,371,2.79,23.24,29.68,0.51,560,94,18.76,0
"치즈, 리코타",100,162,6.7,7.1,11.5,0,160,57,0,0
"커피크리머, 가루",100,514,62.2,1.57,29.11,4.29,21,0,27.42,0
"커피크리머, 액상, 식물성지방",100,248,1.8,4.3,24.8,1.7,160,3,5.7,0
"커피크리머, 액상, 유지방",100,211,5.5,5.2,18.3,1.4,150,50,11.57,0
"크림, 유지방 45%",100,433,3.1,2,45,2.4,27,120,27.62,0
"크림, 유지방 38%",100,380,3.1,2,39.2,0,21,0,0,0
"크림, 경휘핑",100,292,2.96,2.17,30.91,2.96,34,111,19.34,0
"크림, 중휘핑",100,340,2.74,2.84,36.08,2.92,27,113,23.03,1.24
"크림, 하프앤하프",100,123,4.73,3.13,10.39,4.13,61,35,7.03,0.46
"크림, 휘핑",100,399,4.7,2,40.7,0,62,0,0,0
고추기름,100,919,0,0.02,99.8,0,0,0,14.97,0.62
닭기름,100,900,0,0,99.8,0,0,85,29.8,0
돼지기름,100,941,0,0,100,0,0,100,39.29,0
들기름,100,920,0,0,99.86,0,12,0,7.63,0.41
땅콩 버터,100,658,18.9,25.8,51.91,9.41,370,0,10.98,0.04
"땅콩 버터, 청크",100,589,21.57,24.06,49.94,8.41,486,0,7.61,0
"땅콩 버터, 크림",100,598,22.31,22.21,51.36,10.49,426,0,10.33,0.08
땅콩기름,100,884,0,0,100,0,0,0,16.9,0
마가린,100,714,12.06,0.2,72.41,0,296,24.92,51.68,1.78
면실유,100,921,0,0,100,0,0,0,21.06,0
버터,100,761,1.81,0.59,82.04,4.65,10,232.12,48.05,3.09
복숭아씨기름,100,911,0.3,0.5,98.9,0,13,0,0,0
쇠기름,100,940,0,0.2,99.8,0,1,100,41.05,0
쇼트닝,100,941,0,0,100,0,0,0,0,0
쌀겨기름(미강유),100,921,0.05,0,99.95,0,0,0,22.31,0.51
아마씨유,100,884,0,0.11,99.98,0,0,0,8.98,0.09
아몬드유,100,884,0,0,100,0,0,0,8.2,0
아보카도유,100,884,0,0,100,0,0,0,11.56,0
양기름,100,902,0,0,100,0,0,102,47.3,0
연어기름,100,902,0,0,100,0,0,485,19.87,0
옥수수기름,100,919,0.17,0,99.74,0,25,0,13.27,0.35
올리브유,100,921,0,0,100,0,7,0,15.73,0.06
유채씨기름,100,920,0.1,0.02,99.85,0,1,0,7.64,1.38
잇꽃씨기름,100,921,0,0,100,0,0,0,7.36,0
"지방, 오리",100,882,0,0,99.8,0,0,100,33.2,0
참기름,100,917,0.14,0,99.59,0,16,0,14.65,0.29
코코넛유,100,921,0,0,100,0,0,1,83.96,0
콩기름,100,915,0.66,0,99.31,0,0,0,14.62,1.38
팜유,100,921,0,0,100,0,0,1,47.08,0
포도씨유,100,920,0.01,0,99.93,0,1,0,10.02,0.69
해바라기유,100,921,0,0,100,0,5,0,10.64,0.82
호두유,100,884,0,0,100,0,0,0,9.1,0
혼합식물성유,100,921,0,0,100,0,0,2,10.97,0
"감잎차, 가루",100,335,67.5,12.2,2.8,0,0,0,0,0
"결명자차, 말린것",100,391,67,19.8,4.9,0,5,0,0,0
"계피차, 가루",100,357,89,0,1.4,0,5,0,0,0
"구기자차, 말린것",100,384,57.2,14.6,10.7,0,162,0,0,0
"구절초차, 말린것",100,345,72.1,11.1,1.3,0,46,0,0,0
"국화차, 말린것",100,358,69.9,14.5,2.3,0,54,0,0,0
"녹차, 가루",100,379,66.91,22.37,2.47,0,23,0,0.6,0
"녹차, 인동녹차, 말린것",100,329,63.3,16.8,1,0,26,0,0,0
"녹차, 잎, 말린것",100,388,64.17,26.66,2.73,0,10,0,0.66,0
"녹차, 장군차, 말린것",100,361,59.9,28,1,0,9,0,0,0
"녹차, 추출",100,2,0.4,0.05,0,0,0,0,0,0
"녹차, 현미, 추출",100,1,0.15,0.02,0,0,1,0,0,0
"녹차, 현미, 티백",100,377,77.42,11.72,2.28,0,21,0,0.59,0.01
"다래나무순차, 추출",100,1,0.1,0.1,0,0,7,0,0,0
"대추차, 추출",100,75,17.75,0.12,0.44,12.4,30,0,0.04,0
"도라지차, 추출",100,22,5.1,0.3,0,0,7,0,0,0
"두충차, 가루",100,354,67.9,14.3,3.8,0,31,0,0,0
"둥글레차, 추출",100,1,0.27,0,0.01,0,0,0,0,0
"둥글레차, 티백",100,372,83.19,7.3,1.08,1.57,10,0,0.3,0.01
민들레차,100,0,0.05,0.01,0,0.05,1,0,0,0
"보리차, 볶은것",100,406,78.22,15.28,3.56,0,24,0,0.87,0.01
"보리차, 추출",100,0,0.07,0,0,0,1,0,0,0
보이차,100,0,0,0.12,0,0.05,2,0,0,0
"사과차, 추출",100,167,41.6,0.1,0,0,34,0,0,0
"상지차, 말린것",100,360,78.6,6,2.4,0,7,0,0,0
"생강차, 가루",100,353,90.7,0.1,0.2,0,57,0,0,0
"쌍화차, 가루",100,360,87.7,2.5,1.2,0,136,0,0,0
"쑥차, 말린것",100,338,56.4,26.3,0.8,0,153,0,0,0
"야콘차, 추출",100,98,24,0.6,0,0,33,0,0,0
"오미자차, 말린것",100,371,60.8,16.3,7,0,11,0,0,0
"우롱차, 추출",100,0,0.1,0,0,0,1,0,0,0
"우롱차, 캔",100,0,0.1,0,0,0,13,0,0,0
"유자차, 고형물 포함, 용액",100,72,18.05,0.03,0.01,13.6,6,0,0,0
"유자차, 당절임",100,246,62.8,0.2,0.2,0,2,0,0,0
"율무차, 가루",100,393,76.4,7.6,7.4,0,395,0,0,0
"인삼차, 과립차, 가루",100,381,96.7,0.9,0.4,0,23,0,0,0
"치커리차, 말린것",100,369,84.6,7.3,0.2,0,175,0,0,0
"카모마일차, 추출",100,1,0.2,0,0,0,1,0,0,0
"커피, 무카페인, 가루",100,351,76,11.6,0.2,0,23,0,0.1,0
"커피, 커피가루, 물에 탄것(중량 1g)",100,3,0.7,0.2,0.01,0,0,0,0,0
"커피, 캔",100,38,8.34,0.81,0.12,7.06,37,0,0.09,0
"커피, 커피가루, 설탕, 크림, 인스턴트",100,426,83.8,3.59,8.54,49.52,13,0,8.01,0.01
"커피, 커피가루, 설탕, 크림, 물에 탄것(중량 12g)",100,51,10.06,0.43,1.03,5.94,5,0,0.96,0
"코코아, 밀크코코아, 가루",100,423,74.63,9.84,9.45,55.67,161,0,7.86,0.03
헛개차,100,1,0.26,0,0,0.05,7,0,0,0
"홍삼차, 가루",100,382,95.8,1.3,0.7,0,25,0,0,0
"홍차, 레몬, 추출",100,33,8.3,0,0,0,2,0,0,0
"홍차, 복숭아, 캔",100,30,7.59,0,0,6.27,4,0,0,0
"홍차, 추출",100,2,0.26,0.23,0.04,0.03,1,0,0,0
"홍차, 캔",100,30,7.3,0.1,0,0,2,0,0,0
"홍차, 티백",100,311,51.7,20.3,2.5,0,3,0,0,0
과일채소 음료,100,39,8.66,0.86,0.05,7.13,54,0,0.01,0
"과일채소 음료, 녹즙, 케일, 신선초, 당근, 돌미나리",100,28,5.67,0.99,0.11,1.88,27,0,0.02,0
기능성음료,100,56,13.89,0,0.01,5.68,30,0,0,0
레모네이드,100,38,9.56,0,0,8.71,1,0,0,0
매실 음료,100,55,13.1,0.1,0.2,0,5,0,0,0
"쉐이크, 딸기맛",100,113,18.9,3.4,2.8,0,83,11,1.73,0
"쉐이크, 바닐라맛",100,148,19.59,3.37,6.52,13.63,81,23,3.96,0
"쉐이크, 초콜릿맛",100,119,21.15,3.05,2.7,20.85,111,11,1.68,0
"식혜, 캔",100,32,7.91,0.06,0,5.94,2,0,0,0
쌀 음료,100,54,11.4,0.2,0.8,0,6,0,0,0
"젖산음료, 복숭아맛",100,36,8.85,0.21,0.01,7.41,39,0,0,0
"이온 음료, 레몬향",100,37,9.16,0,0,5.64,44,0,0,0
"탄산 음료, 레몬소다",100,44,10.88,0,0,9.19,2,0,0,0
"탄산 음료, 보리소다",100,47,11.77,0,0,9.73,12,0,0,0
"탄산 음료, 사이다",100,40,9.98,0,0,8.81,1,0,0,0
"탄산 음료, 소다수",100,0,0,0,0,0,21,0,0,0
"탄산 음료, 오렌지소다",100,48,12.08,0,0,10.72,3,0,0,0
"탄산 음료, 요구르트소다",100,47,11.74,0,0,9.42,4,0,0,0
"탄산 음료, 저칼로리콜라",100,2,0.29,0.11,0.03,0,8,0,0,0
"탄산 음료, 진저에일",100,34,8.76,0,0,8.9,7,0,0,0
"탄산 음료, 콜라",100,38,9.46,0,0,9.03,2,0,0,0
"탄산 음료, 크림소다",100,51,13.3,0,0,13.3,12,0,0,0
"탄산 음료, 파인애플소다",100,45,11.3,0,0.1,0,7,0,0,0
"탄산 음료, 포도소다",100,52,13.07,0,0,11.17,0,0,0,0
토닉워터,100,34,8.8,0,0,8.8,12,0,0,0
"고량주, 알코올 50%",100,355,0,0,0,0,1,0,0,0
돌복숭아주,100,35,7.2,0.1,0.6,0,69,0,0,0
드라이진,100,284,0.1,0,0,0,0,0,0,0
럼,100,240,0.1,0,0,0,3,0,0,0
"막걸리, 알코올 6%",100,54,1.56,0.98,0.15,0.52,3,0,0.06,0
매실주,100,156,20.7,0.1,0,0,4,0,0,0
"맥주, 알코올 4.5%",100,46,3.27,0.21,0.01,0.17,2,0,0,0
"맥주, 흑맥주, 알코올 4.2%",100,46,3.6,0.4,0,0,3,0,0,0
"보드카, 알코올 40%",100,240,0,0,0,0,0,0,0,0
"복분자주, 알코올 15%",100,137,7.49,0.12,0,5.24,5,0,0,0
"브랜디, 알코올 43%",100,237,0,0,0,0,4,0,0,0
"샴페인, 알코올 6%",100,45,0.5,0,0,0,0,0,0,0
"소주, 알코올 17.8%",100,127,0.08,0,0,0,4,0,0,0
"소주, 알코올 25%",100,178,0,0,0,0,0,0,0,0
"오가피주, 알코올 13%",100,107,1.9,1.7,0,0,14,0,0,0
"위스키, 알코올 40%",100,284,0.07,0.03,0,0.02,1,0,0,0
"청주, 알코올 16%",100,132,4.24,0.41,0,3.29,3,0,0,0
"칵테일, 다이키리",100,125,15.7,0,0,0,40,0,0,0
"칵테일, 테킬라썬라이즈",100,110,11.3,0.3,0.1,0,57,0,0,0
"칵테일, 위스키사우어, 알코올 16.8%",100,149,13.17,0,0.03,0,20,0,0.01,0
"칵테일, 페퍼민트, 알코올 20%",100,302,37.6,0,0,0,4,0,0,0
"칵테일, 피냐콜라다, 알코올 9.9%",100,237,27.6,0.6,7.6,0,71,0,6.57,0
"포도주, 백포도주, 알코올 12%",100,96,2.4,0.2,0,0,5,0,0,0
"포도주, 적포도주, 알코올 12%",100,105,4.8,0.2,0,0,6,0,0,0
"포도주, 적포도주, 알코올 13%",100,101,1.85,0.21,0,0.02,2,0,0,0
"간장, 개량, 양조",100,103,16.54,9.15,0,0,4783,0,0,0
"간장, 개량, 산분해",100,54,5.59,7.41,0.19,2.78,5476,0,0,0
"간장, 재래",100,83,16.96,3.72,0.01,0,6128,0,0,0
겨자 페이스트,100,315,40.1,5.9,14.5,0,2900,0,0.8,0
"겨자 페이스트, 연겨자, 겨자 가루 21%",100,296,37.36,8.01,12.7,21.14,1423,0,1.59,0.1
"겨자, 가루",100,413,49.97,18.35,22.68,5.5,1,0,1.3,0.05
"계피, 가루",100,343,81.07,3.55,0.51,0,67,0,0.24,0
"고기 소스, 통조림",100,101,10.1,3.8,5,8.4,610,0,0,0
"고기 소스, 소불고기양념",100,181,42.98,2.17,0.01,28.19,1964,0,0,0
"고추냉이, 가루",100,299,55.1,29.94,3.45,30.51,21,0,0.49,0.03
"고추냉이, 페이스트",100,148,35.81,3.03,1.58,3.18,801,0,0.21,0.01
"고추장, 개량",100,205,51.76,3.66,1.38,22.81,2486,0,0.32,0
"고추장, 재래",100,178,41.12,5.15,2.28,23.87,2424,0,0.4,0.01
"고춧가루, 가루",100,319,60.62,13.29,8.4,17.45,13,0,1.48,0.05
"골든세이지, 말린것",100,385,73.6,1.6,9.3,0,60,0,0,0
굴 소스,100,219,52.08,2.49,0.05,9.21,4608,0,0.02,0
"깨소금, 가루, 볶은것",100,638,13.7,18.1,56.7,0,0,0,0,0
나토,100,200,12.1,16.5,10,0.1,2,0,1.45,0
데리야끼 소스,100,89,15.56,5.93,0.02,14.1,3833,0,0,0
